Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2013/14

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;560;83,8;89,6;214,0;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;542;84,9;90,2;214,9;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;18;..;72,2;185,6;
Östersund;2380;Jämtlands län;23;Samtliga;512;84,0;89,3;220,4;
Östersund;2380;Jämtlands län;23;Kommunal;403;84,6;89,3;220,8;
Östersund;2380;Jämtlands län;23;Enskild;109;81,7;89,0;219,0;
Österåker;0117;Stockholms län;01;Samtliga;408;76,7;88,2;216,7;
Österåker;0117;Stockholms län;01;Kommunal;304;75,7;85,5;216,7;
Österåker;0117;Stockholms län;01;Enskild;104;79,8;~100;216,8;
Östhammar;0382;Uppsala län;03;Samtliga;198;75,8;90,4;208,6;
Östhammar;0382;Uppsala län;03;Kommunal;198;75,8;90,4;208,6;
Östra Göinge;1256;Skåne län;12;Samtliga;157;71,3;82,2;197,3;
Östra Göinge;1256;Skåne län;12;Kommunal;148;70,3;81,8;195,3;
Östra Göinge;1256;Skåne län;12;Enskild;..;..;..;..;
Överkalix;2513;Norrbottens län;25;Samtliga;27;77,8;~100;203,7;
Överkalix;2513;Norrbottens län;25;Kommunal;16;62,5;~100;191,3;
Överkalix;2513;Norrbottens län;25;Enskild;11;100,0;100,0;221,8;
Övertorneå;2518;Norrbottens län;25;Samtliga;67;59,7;70,1;192,1;
Övertorneå;2518;Norrbottens län;25;Kommunal;57;59,6;66,7;190,2;
Övertorneå;2518;Norrbottens län;25;Enskild;10;..;..;203,0;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk, ;
;engelska och matematik samt i 5 ytterligare ämnen, totalt 8 ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). ;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (16);Meritvärdet utgörs av summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg (E=10, D=12,5, C=15, B=17,5, A=20 samt tidigare G=10, VG=15 och MVG=20).;
;Det möjliga maxvärdet för varje enskild elev är 320 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått godkänt betyg i minst ett ämne,;
;dvs lägst E (tidigare G). Elevernas sammanlagda poäng divideras med antal elever som fått godkänt betyg i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen,;
;dvs elever som saknar slutbetyg, ingår ej.;



