Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2009/10

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behöriga till nationella program;Genomsnittligt meritvärde (16);
Österåker;0117;Stockholms län;01;Enskild;49;87,8;89,8;220,1;
Östhammar;0382;Uppsala län;03;Samtliga;320;65,0;85,3;190,9;
Östhammar;0382;Uppsala län;03;Kommunal;320;65,0;85,3;190,9;
Östra Göinge;1256;Skåne län;12;Samtliga;203;76,4;84,7;196,6;
Östra Göinge;1256;Skåne län;12;Kommunal;186;75,8;84,9;196,9;
Östra Göinge;1256;Skåne län;12;Enskild;17;82,4;~100;193,2;
Överkalix;2513;Norrbottens län;25;Samtliga;40;82,5;~100;208,8;
Överkalix;2513;Norrbottens län;25;Kommunal;35;91,4;~100;218,1;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;81;74,1;81,5;191,7;
Övertorneå;2518;Norrbottens län;25;Kommunal;69;71,0;78,3;187,5;
Övertorneå;2518;Norrbottens län;25;Enskild;12;91,7;100,0;215,8;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behöriga till nationella program;Fram till införandet av den nya gymnasieskolan 2011, dvs till och med läsåret 2009/10 fanns ett krav för att söka till nationella program. Kravet för en elev att söka till gymnasieskolan var lägst betyget godkänd i ämnena svenska/svenska som andraspråk, engelska och matematik.;
;Andelen beräknas av de som fått eller skulle ha fått betyg enligt det mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (16);Meritvärdet utgörs av summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg (E=10, D=12,5, C=15, B=17,5, A=20 samt tidigare G=10, VG=15 och MVG=20).;
;Det möjliga maxvärdet för varje enskild elev är 320 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått godkänt betyg i minst ett ämne,;
;dvs lägst E (tidigare G). Elevernas sammanlagda poäng divideras med antal elever som fått godkänt betyg i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen,;
;dvs elever som saknar slutbetyg, ingår ej.;



