Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2011/12

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Östersund;2380;Jämtlands län;23;Samtliga;578;85,3;91,0;216,5;
Östersund;2380;Jämtlands län;23;Kommunal;453;84,8;90,3;217,2;
Östersund;2380;Jämtlands län;23;Enskild;125;87,2;93,6;214,0;
Österåker;0117;Stockholms län;01;Samtliga;397;77,8;87,7;213,2;
Österåker;0117;Stockholms län;01;Kommunal;327;74,9;85,6;210,6;
Österåker;0117;Stockholms län;01;Enskild;70;91,4;~100;225,2;
Östhammar;0382;Uppsala län;03;Samtliga;229;62,4;80,3;185,7;
Östhammar;0382;Uppsala län;03;Kommunal;229;62,4;80,3;185,7;
Östra Göinge;1256;Skåne län;12;Samtliga;148;79,7;88,5;206,1;
Östra Göinge;1256;Skåne län;12;Kommunal;135;79,3;88,9;206,9;
Östra Göinge;1256;Skåne län;12;Enskild;13;84,6;~100;197,3;
Överkalix;2513;Norrbottens län;25;Samtliga;33;90,9;~100;204,1;
Överkalix;2513;Norrbottens län;25;Kommunal;30;93,3;~100;208,3;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;53;77,4;88,7;211,5;
Övertorneå;2518;Norrbottens län;25;Kommunal;34;67,6;82,4;201,8;
Övertorneå;2518;Norrbottens län;25;Enskild;19;94,7;100,0;228,4;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk, ;
;engelska och matematik samt i 5 ytterligare ämnen, totalt 8 ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). ;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (16);Meritvärdet utgörs av summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg (E=10, D=12,5, C=15, B=17,5, A=20 samt tidigare G=10, VG=15 och MVG=20).;
;Det möjliga maxvärdet för varje enskild elev är 320 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått godkänt betyg i minst ett ämne,;
;dvs lägst E (tidigare G). Elevernas sammanlagda poäng divideras med antal elever som fått godkänt betyg i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen,;
;dvs elever som saknar slutbetyg, ingår ej.;



