Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2010/11

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Östersund;2380;Jämtlands län;23;Samtliga;636;76,4;88,1;208,0;
Östersund;2380;Jämtlands län;23;Kommunal;511;75,0;87,5;205,8;
Östersund;2380;Jämtlands län;23;Enskild;125;82,6;90,9;217,1;
Österåker;0117;Stockholms län;01;Samtliga;398;76,6;87,2;213,4;
Österåker;0117;Stockholms län;01;Kommunal;346;75,7;87,0;213,1;
Österåker;0117;Stockholms län;01;Enskild;52;82,7;88,5;215,5;
Östhammar;0382;Uppsala län;03;Samtliga;290;73,1;84,5;187,1;
Östhammar;0382;Uppsala län;03;Kommunal;290;73,1;84,5;187,1;
Östra Göinge;1256;Skåne län;12;Samtliga;178;72,5;88,8;197,8;
Östra Göinge;1256;Skåne län;12;Kommunal;173;72,3;89,0;198,3;
Östra Göinge;1256;Skåne län;12;Enskild;..;..;..;..;
Överkalix;2513;Norrbottens län;25;Samtliga;34;88,2;~100;218,7;
Överkalix;2513;Norrbottens län;25;Kommunal;27;85,2;~100;210,7;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;52;80,8;~100;225,0;
Övertorneå;2518;Norrbottens län;25;Kommunal;41;82,9;~100;220,0;
Övertorneå;2518;Norrbottens län;25;Enskild;11;..;~100;243,2;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk, ;
;engelska och matematik samt i 5 ytterligare ämnen, totalt 8 ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). ;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (16);Meritvärdet utgörs av summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg (E=10, D=12,5, C=15, B=17,5, A=20 samt tidigare G=10, VG=15 och MVG=20).;
;Det möjliga maxvärdet för varje enskild elev är 320 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått godkänt betyg i minst ett ämne,;
;dvs lägst E (tidigare G). Elevernas sammanlagda poäng divideras med antal elever som fått godkänt betyg i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen,;
;dvs elever som saknar slutbetyg, ingår ej.;



