Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2017/18

;;;;;Samtliga elever;Samtliga elever;Samtliga elever;Samtliga elever;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Tjörn;1419;Västra Götalands län;14;Kommunal;159;83,0;86,2;232,0;77;48,4;90,9;93,5;254,2;82;51,6;75,6;79,3;210,4;
Tomelilla;1270;Skåne län;12;Samtliga;122;57,4;64,8;198,0;60;49,2;65,0;66,7;206,8;62;50,8;50,0;62,9;189,3;
Tomelilla;1270;Skåne län;12;Kommunal;122;57,4;64,8;198,0;60;49,2;65,0;66,7;206,8;62;50,8;50,0;62,9;189,3;
Torsby;1737;Värmlands län;17;Samtliga;114;84,2;88,6;238,0;59;51,8;93,2;~100;262,6;55;48,2;74,5;81,8;211,6;
Torsby;1737;Värmlands län;17;Kommunal;114;84,2;88,6;238,0;59;51,8;93,2;~100;262,6;55;48,2;74,5;81,8;211,6;
Torsås;0834;Kalmar län;08;Samtliga;75;68,0;82,7;212,0;32;42,7;78,1;~100;237,5;43;57,3;60,5;76,7;193,2;
Torsås;0834;Kalmar län;08;Kommunal;75;68,0;82,7;212,0;32;42,7;78,1;~100;237,5;43;57,3;60,5;76,7;193,2;
Tranemo;1452;Västra Götalands län;14;Samtliga;145;69,7;75,9;218,4;63;43,4;73,0;74,6;230,3;82;56,6;67,1;76,8;209,2;
Tranemo;1452;Västra Götalands län;14;Kommunal;145;69,7;75,9;218,4;63;43,4;73,0;74,6;230,3;82;56,6;67,1;76,8;209,2;
Tranås;0687;Jönköpings län;06;Samtliga;220;84,5;90,5;235,0;115;52,3;87,8;92,2;246,8;105;47,7;81,0;88,6;222,0;
Tranås;0687;Jönköpings län;06;Kommunal;220;84,5;90,5;235,0;115;52,3;87,8;92,2;246,8;105;47,7;81,0;88,6;222,0;
Trelleborg;1287;Skåne län;12;Samtliga;475;81,9;88,4;237,8;222;46,7;83,8;86,9;243,2;253;53,3;80,2;89,7;233,1;
Trelleborg;1287;Skåne län;12;Kommunal;423;80,6;87,2;234,5;194;45,9;81,4;85,1;239,3;229;54,1;79,9;89,1;230,6;
Trelleborg;1287;Skåne län;12;Enskild;52;92,3;~100;264,5;28;53,8;100,0;100,0;269,8;24;46,2;83,3;~100;257,9;
Trollhättan;1488;Västra Götalands län;14;Samtliga;690;71,3;81,0;224,5;357;51,7;72,5;82,1;235,7;333;48,3;70,0;79,9;212,6;
Trollhättan;1488;Västra Götalands län;14;Kommunal;575;68,5;79,1;220,3;301;52,3;71,4;81,1;233,7;274;47,7;65,3;77,0;205,7;
Trollhättan;1488;Västra Götalands län;14;Enskild;115;85,2;90,4;245,6;56;48,7;78,6;87,5;246,3;59;51,3;91,5;~100;245,0;
Trosa;0488;Södermanlands län;04;Samtliga;170;84,7;92,9;242,1;91;53,5;83,5;91,2;254,1;79;46,5;86,1;~100;228,4;
Trosa;0488;Södermanlands län;04;Kommunal;170;84,7;92,9;242,1;91;53,5;83,5;91,2;254,1;79;46,5;86,1;~100;228,4;
Tyresö;0138;Stockholms län;01;Samtliga;626;81,0;89,1;245,0;307;49,0;82,1;90,9;257,3;319;51,0;79,9;87,5;233,2;
Tyresö;0138;Stockholms län;01;Kommunal;501;78,0;86,8;233,5;246;49,1;80,1;89,4;247,8;255;50,9;76,1;84,3;219,9;
Tyresö;0138;Stockholms län;01;Enskild;125;92,8;~100;290,5;61;48,8;90,2;~100;295,3;64;51,2;95,3;100,0;285,9;
Täby;0160;Stockholms län;01;Samtliga;1 234;88,8;94,0;265,4;601;48,7;90,0;95,3;274,0;633;51,3;87,7;92,7;257,1;
Täby;0160;Stockholms län;01;Kommunal;511;90,2;94,3;262,2;268;52,4;92,9;96,3;272,4;243;47,6;87,2;92,2;250,9;
Täby;0160;Stockholms län;01;Enskild;723;87,8;93,8;267,7;333;46,1;87,7;94,6;275,3;390;53,9;87,9;93,1;261,0;
Töreboda;1473;Västra Götalands län;14;Samtliga;100;64,0;73,0;189,5;38;38,0;68,4;76,3;217,6;62;62,0;61,3;71,0;172,2;
Töreboda;1473;Västra Götalands län;14;Kommunal;100;64,0;73,0;189,5;38;38,0;68,4;76,3;217,6;62;62,0;61,3;71,0;172,2;
Uddevalla;1485;Västra Götalands län;14;Samtliga;581;71,9;82,8;220,4;290;49,9;75,5;86,2;234,4;291;50,1;68,4;79,4;206,3;
Uddevalla;1485;Västra Götalands län;14;Kommunal;487;71,5;82,1;218,6;240;49,3;75,4;85,4;234,1;247;50,7;67,6;78,9;203,5;
Uddevalla;1485;Västra Götalands län;14;Enskild;94;74,5;86,2;229,6;50;53,2;76,0;90,0;235,7;44;46,8;72,7;81,8;222,3;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;295;64,7;73,9;218,3;135;45,8;74,1;80,7;243,7;160;54,2;56,9;68,1;196,4;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;295;64,7;73,9;218,3;135;45,8;74,1;80,7;243,7;160;54,2;56,9;68,1;196,4;
Umeå;2480;Västerbottens län;24;Samtliga;1 203;78,6;87,9;232,8;585;48,6;78,5;86,5;242,2;618;51,4;78,8;89,3;223,9;
Umeå;2480;Västerbottens län;24;Kommunal;893;78,4;87,0;229,3;418;46,8;78,2;86,4;238,5;475;53,2;78,5;87,6;221,1;
Umeå;2480;Västerbottens län;24;Enskild;310;79,4;90,6;243,0;167;53,9;79,0;86,8;251,5;143;46,1;79,7;95,1;233,0;
Upplands Väsby;0114;Stockholms län;01;Samtliga;442;76,7;86,0;236,5;211;47,7;77,3;89,1;245,3;231;52,3;76,2;83,1;228,2;
Upplands Väsby;0114;Stockholms län;01;Kommunal;261;72,0;82,4;224,2;120;46,0;72,5;85,0;233,8;141;54,0;71,6;80,1;215,9;
Upplands Väsby;0114;Stockholms län;01;Enskild;181;83,4;91,2;253,8;91;50,3;83,5;94,5;260,5;90;49,7;83,3;87,8;247,1;
Upplands-Bro;0139;Stockholms län;01;Samtliga;313;77,0;85,3;235,7;150;47,9;80,7;87,3;249,5;163;52,1;73,6;83,4;222,9;
Upplands-Bro;0139;Stockholms län;01;Kommunal;291;76,6;85,6;235,6;143;49,1;79,7;86,7;248,0;148;50,9;73,6;84,5;223,5;
Upplands-Bro;0139;Stockholms län;01;Enskild;22;81,8;~100;237,2;..;..;..;..;..;..;..;73,3;~100;217,2;
Uppsala;0380;Uppsala län;03;Samtliga;2 334;76,6;87,3;238,4;1 093;46,8;79,5;88,3;252,9;1 241;53,2;74,1;86,4;225,5;
Uppsala;0380;Uppsala län;03;Kommunal;1 564;72,6;84,6;228,7;679;43,4;77,0;85,9;243,8;885;56,6;69,2;83,6;217,0;
Uppsala;0380;Uppsala län;03;Enskild;770;84,8;92,7;258,0;414;53,8;83,6;92,3;267,8;356;46,2;86,2;93,3;246,7;
Uppvidinge;0760;Kronobergs län;07;Samtliga;120;64,2;77,5;213,3;48;40,0;75,0;85,4;241,0;72;60,0;56,9;72,2;195,2;
Uppvidinge;0760;Kronobergs län;07;Kommunal;120;64,2;77,5;213,3;48;40,0;75,0;85,4;241,0;72;60,0;56,9;72,2;195,2;
Vadstena;0584;Östergötlands län;05;Samtliga;72;81,9;93,1;236,8;34;47,2;91,2;~100;264,6;38;52,8;73,7;~100;212,0;
Vadstena;0584;Östergötlands län;05;Kommunal;72;81,9;93,1;236,8;34;47,2;91,2;~100;264,6;38;52,8;73,7;~100;212,0;
Vaggeryd;0665;Jönköpings län;06;Samtliga;176;69,3;79,5;212,6;80;45,5;77,5;81,3;236,0;96;54,5;62,5;78,1;193,4;
Vaggeryd;0665;Jönköpings län;06;Kommunal;176;69,3;79,5;212,6;80;45,5;77,5;81,3;236,0;96;54,5;62,5;78,1;193,4;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;79;67,1;83,5;219,2;32;40,5;75,0;~100;247,3;47;59,5;61,7;78,7;200,3;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;79;67,1;83,5;219,2;32;40,5;75,0;~100;247,3;47;59,5;61,7;78,7;200,3;
Vallentuna;0115;Stockholms län;01;Samtliga;378;82,3;88,4;236,0;174;46,0;82,8;86,8;247,1;204;54,0;81,9;89,7;226,5;
Vallentuna;0115;Stockholms län;01;Kommunal;290;81,7;88,6;234,8;124;42,8;84,7;88,7;253,8;166;57,2;79,5;88,6;220,3;
Vallentuna;0115;Stockholms län;01;Enskild;88;84,1;87,5;240,2;50;56,8;78,0;82,0;230,2;38;43,2;92,1;~100;253,2;
Vansbro;2021;Dalarnas län;20;Samtliga;80;61,3;63,8;199,7;30;37,5;73,3;76,7;235,9;50;62,5;54,0;56,0;177,4;
Vansbro;2021;Dalarnas län;20;Kommunal;80;61,3;63,8;199,7;30;37,5;73,3;76,7;235,9;50;62,5;54,0;56,0;177,4;
Vara;1470;Västra Götalands län;14;Samtliga;181;65,2;77,3;204,3;83;45,9;68,7;79,5;215,5;98;54,1;62,2;75,5;194,4;
Vara;1470;Västra Götalands län;14;Kommunal;181;65,2;77,3;204,3;83;45,9;68,7;79,5;215,5;98;54,1;62,2;75,5;194,4;
Varberg;1383;Hallands län;13;Samtliga;678;82,3;87,8;231,3;317;46,8;83,9;89,0;237,6;361;53,2;80,9;86,7;225,7;
Varberg;1383;Hallands län;13;Kommunal;654;81,8;87,5;230,3;306;46,8;83,3;88,6;236,5;348;53,2;80,5;86,5;224,8;
Varberg;1383;Hallands län;13;Enskild;24;95,8;~100;257,6;11;45,8;100,0;100,0;267,3;13;54,2;92,3;~100;249,4;
Vaxholm;0187;Stockholms län;01;Samtliga;127;94,5;~100;256,9;57;44,9;96,5;~100;271,5;70;55,1;92,9;~100;245,0;
Vaxholm;0187;Stockholms län;01;Kommunal;127;94,5;~100;256,9;57;44,9;96,5;~100;271,5;70;55,1;92,9;~100;245,0;
Vellinge;1233;Skåne län;12;Samtliga;473;92,0;95,6;261,4;234;49,5;92,3;95,7;268,4;239;50,5;91,6;95,4;254,5;
Vellinge;1233;Skåne län;12;Kommunal;321;90,7;95,3;261,5;156;48,6;91,0;95,5;269,3;165;51,4;90,3;95,2;254,2;
Vellinge;1233;Skåne län;12;Enskild;152;94,7;96,1;261,0;78;51,3;94,9;~100;266,6;74;48,7;94,6;~100;255,0;
Vetlanda;0685;Jönköpings län;06;Samtliga;320;72,5;80,0;215,7;151;47,2;79,5;82,8;238,0;169;52,8;66,3;77,5;195,8;
Vetlanda;0685;Jönköpings län;06;Kommunal;314;72,6;79,9;215,2;147;46,8;79,6;83,0;237,8;167;53,2;66,5;77,2;195,3;
Vetlanda;0685;Jönköpings län;06;Enskild;..;..;..;..;..;..;..;..;..;..;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;80;65,0;77,5;212,1;38;47,5;63,2;76,3;220,4;42;52,5;66,7;78,6;204,8;
Vilhelmina;2462;Västerbottens län;24;Kommunal;67;62,7;77,6;206,7;31;46,3;58,1;74,2;215,9;36;53,7;66,7;80,6;199,0;
Vilhelmina;2462;Västerbottens län;24;Enskild;13;76,9;~100;239,6;..;..;..;..;..;..;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;153;67,3;75,2;209,8;71;46,4;77,5;87,3;239,8;82;53,6;58,5;64,6;183,5;
Vimmerby;0884;Kalmar län;08;Kommunal;153;67,3;75,2;209,8;71;46,4;77,5;87,3;239,8;82;53,6;58,5;64,6;183,5;
Vindeln;2404;Västerbottens län;24;Samtliga;58;75,9;84,5;222,1;31;53,4;80,6;~100;233,0;27;46,6;70,4;77,8;209,6;
Vindeln;2404;Västerbottens län;24;Kommunal;58;75,9;84,5;222,1;31;53,4;80,6;~100;233,0;27;46,6;70,4;77,8;209,6;
Vingåker;0428;Södermanlands län;04;Samtliga;105;39,0;51,4;171,9;53;50,5;39,6;49,1;178,0;52;49,5;38,5;53,8;165,4;
Vingåker;0428;Södermanlands län;04;Kommunal;105;39,0;51,4;171,9;53;50,5;39,6;49,1;178,0;52;49,5;38,5;53,8;165,4;
Vårgårda;1442;Västra Götalands län;14;Samtliga;123;64,2;77,2;204,0;50;40,7;72,0;80,0;240,2;73;59,3;58,9;75,3;179,3;
Vårgårda;1442;Västra Götalands län;14;Kommunal;123;64,2;77,2;204,0;50;40,7;72,0;80,0;240,2;73;59,3;58,9;75,3;179,3;
Vänersborg;1487;Västra Götalands län;14;Samtliga;443;66,1;76,3;206,7;197;44,5;69,0;76,1;217,6;246;55,5;63,8;76,4;198,0;
Vänersborg;1487;Västra Götalands län;14;Kommunal;370;63,2;73,8;197,8;172;46,5;66,9;74,4;208,5;198;53,5;60,1;73,2;188,4;
Vänersborg;1487;Västra Götalands län;14;Enskild;73;80,8;89,0;252,4;25;34,2;84,0;~100;282,1;48;65,8;79,2;89,6;237,2;
Vännäs;2460;Västerbottens län;24;Samtliga;115;85,2;90,4;229,8;54;47,0;85,2;~100;245,8;61;53,0;85,2;88,5;215,6;
Vännäs;2460;Västerbottens län;24;Kommunal;115;85,2;90,4;229,8;54;47,0;85,2;~100;245,8;61;53,0;85,2;88,5;215,6;
Värmdö;0120;Stockholms län;01;Samtliga;497;85,9;90,3;243,2;238;47,9;85,7;89,1;255,5;259;52,1;86,1;91,5;231,9;
Värmdö;0120;Stockholms län;01;Kommunal;447;84,6;89,3;238,8;211;47,2;83,9;87,7;249,1;236;52,8;85,2;90,7;229,7;
Värmdö;0120;Stockholms län;01;Enskild;50;98,0;100,0;281,8;27;54,0;100,0;100,0;305,2;23;46,0;95,7;100,0;254,3;
Värnamo;0683;Jönköpings län;06;Samtliga;450;79,1;85,1;223,2;196;43,6;81,6;89,3;243,3;254;56,4;77,2;81,9;207,9;
Värnamo;0683;Jönköpings län;06;Kommunal;450;79,1;85,1;223,2;196;43,6;81,6;89,3;243,3;254;56,4;77,2;81,9;207,9;
Västervik;0883;Kalmar län;08;Samtliga;411;70,3;78,8;220,6;182;44,3;71,4;76,9;234,6;229;55,7;69,4;80,3;209,5;
Västervik;0883;Kalmar län;08;Kommunal;351;68,7;77,8;217,4;160;45,6;71,3;76,9;234,7;191;54,4;66,5;78,5;202,9;
Västervik;0883;Kalmar län;08;Enskild;60;80,0;85,0;238,9;22;36,7;72,7;77,3;234,0;38;63,3;84,2;~100;241,8;
Västerås;1980;Västmanlands län;19;Samtliga;1 664;71,9;81,9;228,0;822;49,4;74,6;82,4;238,4;842;50,6;69,4;81,5;217,8;
Västerås;1980;Västmanlands län;19;Kommunal;1 085;65,2;76,9;214,9;479;44,1;67,2;76,0;224,9;606;55,9;63,5;77,6;207,0;
Västerås;1980;Västmanlands län;19;Enskild;579;84,6;91,4;252,4;343;59,2;84,8;91,3;257,1;236;40,8;84,3;91,5;245,5;
Växjö;0780;Kronobergs län;07;Samtliga;1 082;76,0;84,3;226,9;513;47,4;80,3;86,4;242,0;569;52,6;72,1;82,4;213,3;
Växjö;0780;Kronobergs län;07;Kommunal;858;74,5;83,0;223,8;408;47,6;79,2;85,3;240,2;450;52,4;70,2;80,9;208,9;
Växjö;0780;Kronobergs län;07;Enskild;224;81,7;89,3;238,8;105;46,9;84,8;90,5;249,2;119;53,1;79,0;88,2;229,7;
Ydre;0512;Östergötlands län;05;Samtliga;45;66,7;71,1;203,9;21;46,7;90,5;~100;246,8;24;53,3;45,8;50,0;166,5;
Ydre;0512;Östergötlands län;05;Kommunal;45;66,7;71,1;203,9;21;46,7;90,5;~100;246,8;24;53,3;45,8;50,0;166,5;
Ystad;1286;Skåne län;12;Samtliga;361;86,4;89,8;243,3;187;51,8;89,8;91,4;261,4;174;48,2;82,8;87,9;223,8;
Ystad;1286;Skåne län;12;Kommunal;276;85,9;90,2;241,5;138;50,0;89,1;91,3;260,6;138;50,0;82,6;89,1;222,4;
Ystad;1286;Skåne län;12;Enskild;85;88,2;88,2;249,1;49;57,6;91,8;~100;263,7;36;42,4;83,3;83,3;229,2;
Åmål;1492;Västra Götalands län;14;Samtliga;161;66,5;78,3;221,0;73;45,3;72,6;83,6;248,2;88;54,7;61,4;73,9;198,7;
Åmål;1492;Västra Götalands län;14;Kommunal;161;66,5;78,3;221,0;73;45,3;72,6;83,6;248,2;88;54,7;61,4;73,9;198,7;
Ånge;2260;Västernorrlands län;22;Samtliga;123;61,0;66,7;197,5;47;38,2;70,2;76,6;224,4;76;61,8;55,3;60,5;180,5;
Ånge;2260;Västernorrlands län;22;Kommunal;108;56,5;63,0;192,5;36;33,3;61,1;69,4;217,1;72;66,7;54,2;59,7;180,0;
Ånge;2260;Västernorrlands län;22;Enskild;15;93,3;~100;232,3;..;..;100,0;100,0;247,7;..;..;..;..;..;
Åre;2321;Jämtlands län;23;Samtliga;133;69,9;81,2;218,0;66;49,6;77,3;84,8;234,6;67;50,4;62,7;77,6;201,9;
Åre;2321;Jämtlands län;23;Kommunal;133;69,9;81,2;218,0;66;49,6;77,3;84,8;234,6;67;50,4;62,7;77,6;201,9;
Årjäng;1765;Värmlands län;17;Samtliga;122;78,7;85,2;219,0;51;41,8;80,4;88,2;235,9;71;58,2;77,5;83,1;206,4;
Årjäng;1765;Värmlands län;17;Kommunal;122;78,7;85,2;219,0;51;41,8;80,4;88,2;235,9;71;58,2;77,5;83,1;206,4;
Åsele;2463;Västerbottens län;24;Samtliga;29;89,7;~100;228,4;16;55,2;87,5;100,0;241,1;13;44,8;92,3;~100;212,7;
Åsele;2463;Västerbottens län;24;Kommunal;29;89,7;~100;228,4;16;55,2;87,5;100,0;241,1;13;44,8;92,3;~100;212,7;
Åstorp;1277;Skåne län;12;Samtliga;185;69,7;87,0;212,1;77;41,6;79,2;89,6;236,3;108;58,4;63,0;85,2;194,4;
Åstorp;1277;Skåne län;12;Kommunal;185;69,7;87,0;212,1;77;41,6;79,2;89,6;236,3;108;58,4;63,0;85,2;194,4;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;119;78,2;89,1;225,4;57;47,9;77,2;87,7;237,8;62;52,1;79,0;90,3;213,8;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;119;78,2;89,1;225,4;57;47,9;77,2;87,7;237,8;62;52,1;79,0;90,3;213,8;
Älmhult;0765;Kronobergs län;07;Samtliga;185;70,1;80,2;213,8;85;45,9;74,7;81,3;227,2;100;54,1;66,3;79,3;202,8;
Älmhult;0765;Kronobergs län;07;Kommunal;158;66,4;77,1;210,0;75;47,5;70,8;78,5;221,7;83;52,5;62,7;76,0;199,7;
Älmhult;0765;Kronobergs län;07;Enskild;27;88,9;~100;233,5;10;37,0;100,0;100,0;262,8;17;63,0;82,4;~100;216,3;
Älvdalen;2039;Dalarnas län;20;Samtliga;88;67,0;81,8;202,8;31;35,2;71,0;~100;225,6;57;64,8;64,9;77,2;189,7;
Älvdalen;2039;Dalarnas län;20;Kommunal;88;67,0;81,8;202,8;31;35,2;71,0;~100;225,6;57;64,8;64,9;77,2;189,7;
Älvkarleby;0319;Uppsala län;03;Samtliga;117;61,5;76,1;200,2;56;47,9;69,6;73,2;219,2;61;52,1;54,1;78,7;182,7;
Älvkarleby;0319;Uppsala län;03;Kommunal;67;70,1;80,6;213,5;35;52,2;71,4;77,1;218,7;32;47,8;68,8;84,4;207,9;
Älvkarleby;0319;Uppsala län;03;Enskild;50;50,0;70,0;182,3;21;42,0;66,7;66,7;220,1;29;58,0;37,9;72,4;154,8;
Älvsbyn;2560;Norrbottens län;25;Samtliga;79;83,5;87,3;214,7;36;45,6;80,6;~100;218,4;43;54,4;86,0;86,0;211,6;
Älvsbyn;2560;Norrbottens län;25;Kommunal;79;83,5;87,3;214,7;36;45,6;80,6;~100;218,4;43;54,4;86,0;86,0;211,6;
Ängelholm;1292;Skåne län;12;Samtliga;442;83,0;89,8;230,5;223;50,5;89,2;93,7;251,0;219;49,5;76,7;85,8;209,6;
Ängelholm;1292;Skåne län;12;Kommunal;442;83,0;89,8;230,5;223;50,5;89,2;93,7;251,0;219;49,5;76,7;85,8;209,6;
Öckerö;1407;Västra Götalands län;14;Samtliga;162;82,7;90,1;230,9;72;44,4;93,1;~100;265,3;90;55,6;74,4;84,4;203,8;
Öckerö;1407;Västra Götalands län;14;Kommunal;145;82,1;89,0;230,6;63;43,4;93,7;~100;270,1;82;56,6;73,2;82,9;200,7;
Öckerö;1407;Västra Götalands län;14;Enskild;17;88,2;100,0;233,7;..;..;..;..;..;..;..;..;..;..;
Ödeshög;0509;Östergötlands län;05;Samtliga;58;58,6;62,1;195,7;22;37,9;50,0;50,0;190,7;36;62,1;63,9;69,4;198,6;
Ödeshög;0509;Östergötlands län;05;Kommunal;58;58,6;62,1;195,7;22;37,9;50,0;50,0;190,7;36;62,1;63,9;69,4;198,6;
Örebro;1880;Örebro län;18;Samtliga;1 657;71,3;80,1;220,6;800;48,3;75,4;82,3;235,7;857;51,7;67,4;78,1;206,4;
Örebro;1880;Örebro län;18;Kommunal;1 167;65,6;74,8;207,3;533;45,7;69,4;76,0;221,8;634;54,3;62,3;73,8;195,1;
Örebro;1880;Örebro län;18;Enskild;490;84,9;92,7;251,7;267;54,5;87,3;94,8;262,7;223;45,5;82,1;90,1;238,3;
Örkelljunga;1257;Skåne län;12;Samtliga;128;71,1;78,9;217,2;60;46,9;76,7;85,0;234,6;68;53,1;66,2;73,5;202,0;
Örkelljunga;1257;Skåne län;12;Kommunal;115;69,6;77,4;212,7;49;42,6;75,5;83,7;228,1;66;57,4;65,2;72,7;201,4;
Örkelljunga;1257;Skåne län;12;Enskild;13;84,6;~100;256,0;..;..;..;~100;262,3;..;..;..;..;..;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;597;79,6;83,8;222,7;285;47,7;81,1;83,5;234,0;312;52,3;78,2;84,0;212,5;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;573;80,6;84,3;223,5;276;48,2;81,5;84,1;234,8;297;51,8;79,8;84,5;213,0;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;24;54,2;70,8;203,6;..;..;..;..;..;..;..;..;~100;200,4;
Östersund;2380;Jämtlands län;23;Samtliga;606;77,2;85,3;226,9;285;47,0;79,6;86,3;240,8;321;53,0;75,1;84,4;214,5;
Östersund;2380;Jämtlands län;23;Kommunal;491;74,5;82,7;224,0;231;47,0;77,5;83,5;238,9;260;53,0;71,9;81,9;210,6;
Östersund;2380;Jämtlands län;23;Enskild;115;88,7;~100;239,5;54;47,0;88,9;~100;248,7;61;53,0;88,5;~100;231,3;
Österåker;0117;Stockholms län;01;Samtliga;487;85,0;91,0;247,3;217;44,6;87,6;93,1;262,4;270;55,4;83,0;89,3;235,2;
Österåker;0117;Stockholms län;01;Kommunal;377;82,5;90,2;241,2;158;41,9;84,8;92,4;256,1;219;58,1;80,8;88,6;230,5;
Österåker;0117;Stockholms län;01;Enskild;110;93,6;93,6;268,6;59;53,6;94,9;~100;278,9;51;46,4;92,2;~100;256,1;
Östhammar;0382;Uppsala län;03;Samtliga;212;63,2;74,1;205,8;95;44,8;67,4;73,7;225,8;117;55,2;59,8;74,4;189,7;
Östhammar;0382;Uppsala län;03;Kommunal;212;63,2;74,1;205,8;95;44,8;67,4;73,7;225,8;117;55,2;59,8;74,4;189,7;
Östra Göinge;1256;Skåne län;12;Samtliga;179;58,1;66,5;184,9;76;42,5;69,7;73,7;207,5;103;57,5;49,5;61,2;168,3;
Östra Göinge;1256;Skåne län;12;Kommunal;154;58,4;66,9;185,0;68;44,2;69,1;72,1;206,9;86;55,8;50,0;62,8;168,0;
Östra Göinge;1256;Skåne län;12;Enskild;25;56,0;64,0;184,2;..;..;..;..;..;..;..;..;..;170,2;
Överkalix;2513;Norrbottens län;25;Samtliga;48;70,8;85,4;206,5;16;33,3;87,5;100,0;245,2;32;66,7;62,5;78,1;186,5;
Överkalix;2513;Norrbottens län;25;Kommunal;40;70,0;82,5;207,7;16;40,0;87,5;100,0;245,2;24;60,0;58,3;70,8;181,6;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;..;..;.;.;.;..;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;42;54,8;64,3;193,7;20;47,6;65,0;70,0;198,9;22;52,4;45,5;59,1;188,8;
Övertorneå;2518;Norrbottens län;25;Kommunal;42;54,8;64,3;193,7;20;47,6;65,0;70,0;198,9;22;52,4;45,5;59,1;188,8;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål- och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg;
;enligt det mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk,;
;engelska och matematik samt i fem ytterligare ämnen, totalt åtta ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (17);Meritvärdet beräknas som summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg och för 17 ämnen för elever som läst moderna språk som språkval.;
;Elevens betyg omvandlas till betygsvärderna (E=10, D=12.5, C=15, B=17.5 och A=20) och de bästa 16 ämnena summeras, har eleven godkänt betyg i ;
;modernt språk som språkval är det ett 17:e ämne i meritvärdet. Det högsta möjliga meritvärdet för elever som läst 17 ämnen är 340 och;
;för elever som läst 16 ämnen 320. Även om eleven fått betyg i färre ämnen än 16 kan betyget i moderna språk som språkval läggas till meritvärdet,;
;men då kan eleven inte komma upp i det maximala meritvärdet 340 poäng. Lägsta möjliga värde är 0, dvs. ej godkänt betyg F, underlag saknas (-) eller;
;anpassad studiegång i alla ämnen.;
;Det genomsnittliga meritvärdet beräknas för de elever som fått lägst betyg E i minst ett ämne, meritvärde 10. Elevernas sammanlagda meritvärde divideras;
;med antal elever som fått lägst betyg E i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar godkänt slutbetyg, ingår ej.;
; ;
;Från och med ansökan till gymnasiet läsåret 2013/14 får de sökande som fått betyg i modernt språk som språkval räkna med det som ett 17:e betyg i meritvärdet,;
;utöver de 16 bästa betygen i övrigt. De elever som ej har godkänt betyg i modernt språk som språkval har meritvärde om max 16 ämnen och ingår i ;
;medelvärdet om 17 ämnen. I SIRIS redovisas genomsnittligt meritvärde för 17 ämnen från och med 2014/15. Att inte motsvarande redovisning fanns 2013/14;
;berodde på att det fanns osäkerhet i insamlingen av slutbetyg i modernt språk som språkval 2013/14.;



